Date, AQI Value,Main Pollutant,County,Site Name,Site ID,Source,20-year High (1980-2019),20-year Low (1980-2019),5-year Average (2015-2019)
3/30/2020,43,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,99,22,45.2
3/31/2020,21,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,100,17,42.8
4/1/2020,22,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,68,18,26.6
4/2/2020,13,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,85,16,33.4
4/3/2020,13,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,21,41.8
4/4/2020,18,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,75,22,43.8
4/5/2020,52,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,73,13,36.2
4/6/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,101,18,41.8
4/7/2020,21,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,108,16,33.6
4/8/2020,46,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,73,20,32.6
4/9/2020,31,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,75,12,37.8
4/10/2020,17,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,75,22,38
4/11/2020,19,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,70,22,42.4
4/12/2020,44,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,82,21,47
4/13/2020,23,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,64,17,40.6
4/14/2020,18,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,80,13,43.2
4/15/2020,24,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,84,21,39.2
4/16/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,79,17,33.2
4/17/2020,33,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,90,21,29
4/18/2020,43,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,79,17,38.6
4/19/2020,35,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,99,24,33
4/20/2020,25,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,93,21,38.4
4/21/2020,38,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,87,22,39.8
4/22/2020,16,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,79,8,39
4/23/2020,35,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,83,13,33.2
4/24/2020,39,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,63,20,34.2
4/25/2020,34,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,22,34.6
4/26/2020,25,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,63,20,37.8
4/27/2020,10,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,83,18,35
4/28/2020,18,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,16,39.8
4/29/2020,46,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,69,22,35
4/30/2020,41,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,72,23,32.4
5/1/2020,19,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,81,23,35.4
5/2/2020,18,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,95,28,48.4
5/13/2020,23,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,112,17,33
5/14/2020,40,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,18,27.4
5/15/2020,57,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,77,18,31.2
5/16/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,75,24,38.4
5/17/2020,21,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,68,19,52.4
5/18/2020,22,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,79,18,53.4
5/19/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,71,19,43.8
5/20/2020,25,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,61,22,35.2
5/21/2020,42,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,82,19,31.6
5/22/2020,32,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,92,25,36.2
1/1/2020,28,Ozone,Warren,Columbia,34-041-0007,AirNow,110,18,31.6
1/2/2020,53,PM2.5,Warren,Columbia,34-041-0007,AirNow,55,13,38.5
1/3/2020,64,PM2.5,Warren,Columbia,34-041-0007,AirNow,57,14,38
1/4/2020,29,PM2.5,Warren,Columbia,34-041-0007,AirNow,85,25,37.25
1/5/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,91,18,31.6
1/6/2020,32,PM2.5,Warren,Columbia,34-041-0007,AirNow,67,24,39.8
1/7/2020,32,PM2.5,Warren,Columbia,34-041-0007,AirNow,90,19,37.8
1/8/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,72,22,47.2
1/9/2020,25,Ozone,Warren,Columbia,34-041-0007,AirNow,91,18,40.8
1/10/2020,42,PM2.5,Warren,Columbia,34-041-0007,AirNow,65,9,39.8
1/11/2020,31,PM2.5,Warren,Columbia,34-041-0007,AirNow,83,28,45.4
1/12/2020,30,Ozone,Warren,Columbia,34-041-0007,AirNow,67,14,44.6
1/13/2020,27,PM2.5,Warren,Columbia,34-041-0007,AirNow,109,12,30
1/14/2020,56,PM2.5,Warren,Columbia,34-041-0007,AirNow,76,10,32.8
1/15/2020,40,PM2.5,Warren,Columbia,34-041-0007,AirNow,81,5,59.2
1/16/2020,36,PM2.5,Warren,Columbia,34-041-0007,AirNow,66,12,52.8
1/17/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,92,22,47.2
1/18/2020,29,Ozone,Warren,Columbia,34-041-0007,AirNow,63,24,47
1/19/2020,44,PM2.5,Warren,Columbia,34-041-0007,AirNow,84,20,38.4
1/20/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,64,22,31.2
1/21/2020,30,Ozone,Warren,Columbia,34-041-0007,AirNow,55,18,37.8
1/22/2020,53,PM2.5,Warren,Columbia,34-041-0007,AirNow,83,15,39.8
1/23/2020,75,PM2.5,Warren,Columbia,34-041-0007,AirNow,53,26,37.2
1/24/2020,72,PM2.5,Warren,Columbia,34-041-0007,AirNow,63,20,37.8
1/25/2020,32,PM2.5,Warren,Columbia,34-041-0007,AirNow,88,24,37.8
1/26/2020,22,Ozone,Warren,Columbia,34-041-0007,AirNow,91,17,50.8
1/27/2020,23,Ozone,Warren,Columbia,34-041-0007,AirNow,66,20,45.8
1/28/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,76,20,41.2
1/29/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,82,11,46
1/30/2020,28,PM2.5,Warren,Columbia,34-041-0007,AirNow,75,23,32.4
1/31/2020,54,PM2.5,Warren,Columbia,34-041-0007,AirNow,78,17,39.6
2/1/2020,52,PM2.5,Warren,Columbia,34-041-0007,AirNow,89,20,53.6
2/2/2020,46,PM2.5,Warren,Columbia,34-041-0007,AirNow,92,13,48.4
2/3/2020,33,Ozone,Warren,Columbia,34-041-0007,AirNow,103,13,48
2/4/2020,20,Ozone,Warren,Columbia,34-041-0007,AirNow,98,16,45
2/5/2020,23,Ozone,Warren,Columbia,34-041-0007,AirNow,72,24,44.6
2/6/2020,25,PM2.5,Warren,Columbia,34-041-0007,AirNow,74,26,42
2/7/2020,32,Ozone,Warren,Columbia,34-041-0007,AirNow,83,15,43.2
2/8/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,89,23,45.6
2/9/2020,42,PM2.5,Warren,Columbia,34-041-0007,AirNow,114,21,37.8
2/10/2020,40,PM2.5,Warren,Columbia,34-041-0007,AirNow,81,24,44.8
2/11/2020,33,PM2.5,Warren,Columbia,34-041-0007,AirNow,68,31,43.8
2/12/2020,31,PM2.5,Warren,Columbia,34-041-0007,AirNow,64,17,35.8
2/13/2020,28,Ozone,Warren,Columbia,34-041-0007,AirNow,54,18,33
2/14/2020,30,PM2.5,Warren,Columbia,34-041-0007,AirNow,72,25,44.6
2/15/2020,32,Ozone,Warren,Columbia,34-041-0007,AirNow,94,14,53.4
2/16/2020,44,PM2.5,Warren,Columbia,34-041-0007,AirNow,90,28,33.2
2/17/2020,48,PM2.5,Warren,Columbia,34-041-0007,AirNow,79,23,34
2/18/2020,34,PM2.5,Warren,Columbia,34-041-0007,AirNow,69,25,36
2/19/2020,34,Ozone,Warren,Columbia,34-041-0007,AirNow,79,9,43.2
2/20/2020,33,Ozone,Warren,Columbia,34-041-0007,AirNow,98,25,34.6
2/21/2020,34,Ozone,Warren,Columbia,34-041-0007,AirNow,70,6,38.6
2/22/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,81,18,39.8
2/23/2020,40,Ozone,Warren,Columbia,34-041-0007,AirNow,72,11,39.8
2/24/2020,36,Ozone,Warren,Columbia,34-041-0007,AirNow,126,11,33.2
2/25/2020,54,PM2.5,Warren,Columbia,34-041-0007,AirNow,53,18,31.8
2/26/2020,56,PM2.5,Warren,Columbia,34-041-0007,AirNow,54,29,33
2/27/2020,36,Ozone,Warren,Columbia,34-041-0007,AirNow,62,16,36.2
2/28/2020,38,Ozone,Warren,Columbia,34-041-0007,AirNow,54,17,43
2/29/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,60,43,.
3/1/2020,39,Ozone,Warren,Columbia,34-041-0007,AirNow,100,18,48.4
3/2/2020,49,PM2.5,Warren,Columbia,34-041-0007,AirNow,45,15,40.5
3/3/2020,40,PM2.5,Warren,Columbia,34-041-0007,AirNow,54,15,39
3/4/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,61,21,43
3/5/2020,30,PM2.5,Warren,Columbia,34-041-0007,AirNow,81,12,35
3/6/2020,52,PM2.5,Warren,Columbia,34-041-0007,AirNow,54,13,39.25
3/7/2020,36,Ozone,Warren,Columbia,34-041-0007,AirNow,75,25,66
3/8/2020,39,Ozone,Warren,Columbia,34-041-0007,AirNow,64,6,50.6
3/9/2020,43,Ozone,Warren,Columbia,34-041-0007,AirNow,69,33,52.2
3/10/2020,43,PM2.5,Warren,Columbia,34-041-0007,AirNow,79,32,45.6
3/11/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,71,29,38
3/12/2020,35,PM2.5,Warren,Columbia,34-041-0007,AirNow,68,25,35
3/13/2020,41,Ozone,Warren,Columbia,34-041-0007,AirNow,87,22,39.8
3/14/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,70,27,35.8
3/15/2020,33,Ozone,Warren,Columbia,34-041-0007,AirNow,82,24,38
3/16/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,61,22,38.6
3/17/2020,30,Ozone,Warren,Columbia,34-041-0007,AirNow,59,27,40.6
3/18/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,58,12,41.2
3/19/2020,24,PM2.5,Warren,Columbia,34-041-0007,AirNow,56,17,39
3/20/2020,36,Ozone,Warren,Columbia,34-041-0007,AirNow,81,18,36
3/21/2020,34,Ozone,Warren,Columbia,34-041-0007,AirNow,56,20,34.4
3/22/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,61,19,38.4
3/23/2020,26,Ozone,Warren,Columbia,34-041-0007,AirNow,64,15,40.4
3/24/2020,30,Ozone,Warren,Columbia,34-041-0007,AirNow,51,14,41.8
3/25/2020,23,Ozone,Warren,Columbia,34-041-0007,AirNow,67,24,45.8
3/26/2020,42,PM2.5,Warren,Columbia,34-041-0007,AirNow,53,15,35.2
3/27/2020,23,PM2.5,Warren,Columbia,34-041-0007,AirNow,43,15,37.2
3/28/2020,25,PM2.5,Warren,Columbia,34-041-0007,AirNow,75,15,46.6
3/29/2020,10,PM2.5,Warren,Columbia,34-041-0007,AirNow,58,13,43.6
3/30/2020,21,PM2.5,Warren,Columbia,34-041-0007,AirNow,73,6,44.2
3/31/2020,14,PM2.5,Warren,Columbia,34-041-0007,AirNow,48,8,37.2
4/1/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,61,5,36.6
4/2/2020,39,Ozone,Warren,Columbia,34-041-0007,AirNow,54,18,42.6
4/3/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,73,23,43.6
4/4/2020,33,Ozone,Warren,Columbia,34-041-0007,AirNow,43,12,38.2
4/5/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,47,23,38.6
4/6/2020,20,PM2.5,Warren,Columbia,34-041-0007,AirNow,47,20,40.2
4/7/2020,48,Ozone,Warren,Columbia,34-041-0007,AirNow,68,13,38.2
4/8/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,52,26,36.6
4/9/2020,39,Ozone,Warren,Columbia,34-041-0007,AirNow,50,25,37.4
4/10/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,87,26,45.4
4/11/2020,42,Ozone,Warren,Columbia,34-041-0007,AirNow,84,22,49
4/12/2020,45,Ozone,Warren,Columbia,34-041-0007,AirNow,59,15,46
4/14/2020,43,Ozone,Warren,Columbia,34-041-0007,AirNow,84,29,45
4/15/2020,41,Ozone,Warren,Columbia,34-041-0007,AirNow,60,10,40.8
4/16/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,80,25,42.8
4/17/2020,42,Ozone,Warren,Columbia,34-041-0007,AirNow,79,15,42
4/18/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,74,13,46
4/19/2020,47,Ozone,Warren,Columbia,34-041-0007,AirNow,71,29,39.4
4/20/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,60,23,40
4/21/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,71,10,50.2
4/22/2020,38,Ozone,Warren,Columbia,34-041-0007,AirNow,79,21,43.8
4/23/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,54,19,44
4/24/2020,31,PM2.5,Warren,Columbia,34-041-0007,AirNow,49,18,40.8
4/25/2020,41,Ozone,Warren,Columbia,34-041-0007,AirNow,55,13,34
4/26/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,53,9,37.8
4/27/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,52,24,38.6
4/28/2020,44,Ozone,Warren,Columbia,34-041-0007,AirNow,71,5,40.2
4/29/2020,34,Ozone,Warren,Columbia,34-041-0007,AirNow,51,13,40.4
4/30/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,48,17,35.6
5/1/2020,32,Ozone,Warren,Columbia,34-041-0007,AirNow,90,27,46.8
5/2/2020,38,Ozone,Warren,Columbia,34-041-0007,AirNow,112,25,55
5/3/2020,48,Ozone,Warren,Columbia,34-041-0007,AirNow,72,10,41.2
5/4/2020,35,Ozone,Warren,Columbia,34-041-0007,AirNow,93,18,48.2
5/5/2020,43,Ozone,Warren,Columbia,34-041-0007,AirNow,51,20,34.8
5/6/2020,25,Ozone,Warren,Columbia,34-041-0007,AirNow,83,13,29.6
5/7/2020,43,Ozone,Warren,Columbia,34-041-0007,AirNow,97,13,45
5/8/2020,29,Ozone,Warren,Columbia,34-041-0007,AirNow,115,17,53
5/9/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,98,13,46.4
5/10/2020,44,Ozone,Warren,Columbia,34-041-0007,AirNow,44,14,34.2
5/11/2020,31,Ozone,Warren,Columbia,34-041-0007,AirNow,48,16,37.4
5/12/2020,40,Ozone,Warren,Columbia,34-041-0007,AirNow,99,20,42.6
5/13/2020,40,Ozone,Warren,Columbia,34-041-0007,AirNow,84,1,24.4
5/14/2020,49,Ozone,Warren,Columbia,34-041-0007,AirNow,54,19,35.2
5/15/2020,58,Ozone,Warren,Columbia,34-041-0007,AirNow,74,25,42.25
5/16/2020,34,Ozone,Warren,Columbia,34-041-0007,AirNow,80,4,41
5/17/2020,41,Ozone,Warren,Columbia,34-041-0007,AirNow,101,23,50
5/18/2020,40,Ozone,Warren,Columbia,34-041-0007,AirNow,80,19,52
5/19/2020,37,Ozone,Warren,Columbia,34-041-0007,AirNow,55,17,41
5/20/2020,39,Ozone,Warren,Columbia,34-041-0007,AirNow,61,25,33.4
5/21/2020,43,Ozone,Warren,Columbia,34-041-0007,AirNow,79,17,37.4
5/22/2020,33,Ozone,Warren,Columbia,34-041-0007,AirNow,64,18,34
