Date, AQI Value,Main Pollutant,County,Site Name,Site ID,Source,20-year High (1980-2019),20-year Low (1980-2019),5-year Average (2015-2019)
5/8/2020,37,Ozone,Morris,Chester,34-027-3001,AirNow,159,31,51.8
5/9/2020,31,Ozone,Morris,Chester,34-027-3001,AirNow,140,24,49.4
5/10/2020,46,Ozone,Morris,Chester,34-027-3001,AirNow,119,27,37.6
5/11/2020,34,Ozone,Morris,Chester,34-027-3001,AirNow,164,32,40.6
5/12/2020,41,Ozone,Morris,Chester,34-027-3001,AirNow,97,29,48
5/13/2020,45,Ozone,Morris,Chester,34-027-3001,AirNow,108,28,33.8
5/14/2020,51,Ozone,Morris,Chester,34-027-3001,AirNow,77,27,39.8
5/15/2020,64,Ozone,Morris,Chester,34-027-3001,AirNow,161,29,45.2
5/16/2020,38,Ozone,Morris,Chester,34-027-3001,AirNow,101,25,41
5/17/2020,43,Ozone,Morris,Chester,34-027-3001,AirNow,105,22,51.8
5/18/2020,43,Ozone,Morris,Chester,34-027-3001,AirNow,100,25,57
5/19/2020,42,Ozone,Morris,Chester,34-027-3001,AirNow,67,27,44.6
5/20/2020,41,Ozone,Morris,Chester,34-027-3001,AirNow,90,23,38.2
5/21/2020,41,Ozone,Morris,Chester,34-027-3001,AirNow,112,21,39.2
5/22/2020,37,Ozone,Morris,Chester,34-027-3001,AirNow,100,20,38.4
2/13/2020,28,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,52,15,22.6
2/14/2020,31,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,66,15,27.8
2/15/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,112,13,28
2/16/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,62,15,22.4
2/17/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,59,12,33.6
2/18/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,71,19,41.4
2/19/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,64,12,27.8
2/20/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,78,11,28.6
2/21/2020,36,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,65,15,32.4
2/22/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,64,12,27
2/23/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,54,7,28.2
2/24/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,61,10,27.8
2/25/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,72,15,24.5
2/26/2020,38,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,70,11,26.2
2/27/2020,36,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,74,11,25
2/29/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,52,30,.
3/1/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,66,28,39.4
3/2/2020,45,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,88,12,45.2
3/3/2020,36,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,54,12,33
3/4/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,67,19,41
3/5/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,58,23,34.4
3/6/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,51,12,40.6
3/7/2020,38,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,69,10,46.8
3/8/2020,38,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,59,24,49.6
3/9/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,71,18,52.2
3/10/2020,36,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,74,26,50.2
3/11/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,59,26,38.6
3/12/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,62,26,41.2
3/13/2020,41,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,68,22,40.8
3/14/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,76,16,43.8
3/15/2020,36,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,64,7,38
3/16/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,55,13,38
3/17/2020,33,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,45,20,40.8
3/18/2020,38,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,50,19,42.4
3/19/2020,32,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,64,31,41.8
3/20/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,97,32,43.2
3/21/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,97,20,42.4
3/22/2020,38,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,53,23,42.8
3/23/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,57,24,42.2
3/24/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,58,13,39.4
3/25/2020,36,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,84,13,32.2
3/26/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,80,27,38.4
3/27/2020,43,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,48,15,35.2
3/28/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,50,22,35.8
3/29/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,64,16,43.4
3/30/2020,31,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,93,10,43.2
3/31/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,122,25,41.6
4/1/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,58,31,41
4/2/2020,41,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,77,35,42.6
4/3/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,62,36,43.4
4/4/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,58,35,41
4/5/2020,38,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,77,29,41.4
4/6/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,97,32,45
4/7/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,108,33,43.8
4/8/2020,42,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,90,26,44
4/9/2020,43,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,58,32,45.4
4/10/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,84,35,47.8
4/11/2020,41,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,97,34,51.4
4/12/2020,45,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,74,34,46.6
4/13/2020,43,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,80,33,51.6
4/14/2020,41,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,74,29,44
4/15/2020,42,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,140,25,41.2
4/16/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,154,18,46.8
4/17/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,129,27,37.8
4/18/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,136,29,48.2
4/19/2020,45,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,161,27,38.6
4/20/2020,35,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,154,27,38.4
4/21/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,71,32,42.6
4/22/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,97,22,39.8
4/23/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,119,27,43.8
4/24/2020,33,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,87,36,44.2
4/25/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,97,33,46
4/26/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,90,30,42.6
4/27/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,77,23,39.4
4/28/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,90,31,52.4
4/29/2020,43,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,100,34,43.6
4/30/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,101,35,40.8
5/1/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,151,30,51
5/2/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,174,33,58.2
5/3/2020,46,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,204,29,45.4
5/4/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,203,28,52.4
5/5/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,122,25,55.2
5/6/2020,39,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,161,28,41.4
5/7/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,151,29,46.6
5/8/2020,33,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,192,36,53.2
5/9/2020,31,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,192,33,45.4
5/10/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,147,27,41.6
5/11/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,169,36,48.2
5/12/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,154,36,60.4
5/13/2020,47,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,87,31,39.8
5/14/2020,46,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,87,29,43.6
5/15/2020,50,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,133,32,48.8
5/16/2020,44,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,119,26,49.4
5/17/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,108,25,57.2
5/18/2020,40,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,101,31,51.4
5/19/2020,37,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,90,29,50.6
5/20/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,100,32,46.6
5/21/2020,34,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,105,25,37.8
5/22/2020,31,Ozone,Ocean,Colliers Mills,34-029-0006,AirNow,112,24,42.2
2/12/2020,34,Ozone,Passaic,Ramapo,34-031-5001,AirNow,61,15,35
2/13/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,53,18,31.5
2/14/2020,32,Ozone,Passaic,Ramapo,34-031-5001,AirNow,74,24,47.33333333
2/15/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,66,11,57
2/16/2020,29,Ozone,Passaic,Ramapo,34-031-5001,AirNow,127,19,27
2/17/2020,38,Ozone,Passaic,Ramapo,34-031-5001,AirNow,75,21,31.33333333
2/18/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,61,16,33.5
2/19/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,81,28,52.5
2/20/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,78,26,35.33333333
2/21/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,57,15,36
2/22/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,85,13,20.5
2/23/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,51,14,35.66666667
2/24/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,93,19,31
2/25/2020,28,Ozone,Passaic,Ramapo,34-031-5001,AirNow,62,17,29.5
2/26/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,52,22,26.66666667
2/27/2020,36,Ozone,Passaic,Ramapo,34-031-5001,AirNow,77,21,29.5
2/28/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,56,17,27
3/1/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,88,24,40.2
3/2/2020,41,Ozone,Passaic,Ramapo,34-031-5001,AirNow,43,19,41.66666667
3/3/2020,34,Ozone,Passaic,Ramapo,34-031-5001,AirNow,44,11,32.75
3/4/2020,38,Ozone,Passaic,Ramapo,34-031-5001,AirNow,89,18,43
3/5/2020,36,Ozone,Passaic,Ramapo,34-031-5001,AirNow,64,31,37.75
3/6/2020,35,Ozone,Passaic,Ramapo,34-031-5001,AirNow,59,31,35.5
3/7/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,61,22,47
3/8/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,51,33,42.5
3/9/2020,47,Ozone,Passaic,Ramapo,34-031-5001,AirNow,74,22,47.4
3/10/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,78,29,49.2
3/11/2020,33,Ozone,Passaic,Ramapo,34-031-5001,AirNow,54,33,41.8
3/12/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,70,23,39.8
3/13/2020,41,Ozone,Passaic,Ramapo,34-031-5001,AirNow,76,19,40
3/14/2020,36,Ozone,Passaic,Ramapo,34-031-5001,AirNow,70,30,36.2
3/15/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,109,18,40.2
3/16/2020,34,Ozone,Passaic,Ramapo,34-031-5001,AirNow,60,28,39.2
3/17/2020,32,Ozone,Passaic,Ramapo,34-031-5001,AirNow,50,32,42.6
3/18/2020,33,Ozone,Passaic,Ramapo,34-031-5001,AirNow,51,19,40.6
3/19/2020,35,Ozone,Passaic,Ramapo,34-031-5001,AirNow,61,31,44.4
3/20/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,80,31,41.2
3/21/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,60,25,41
3/22/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,46,17,41.2
3/23/2020,34,Ozone,Passaic,Ramapo,34-031-5001,AirNow,57,30,42.6
3/24/2020,36,Ozone,Passaic,Ramapo,34-031-5001,AirNow,53,31,42.6
3/25/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,76,31,44.4
3/26/2020,42,Ozone,Passaic,Ramapo,34-031-5001,AirNow,56,27,36.8
3/27/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,46,31,35.2
3/28/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,57,18,32.2
3/29/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,51,19,36.6
3/30/2020,32,Ozone,Passaic,Ramapo,34-031-5001,AirNow,72,27,45.8
3/31/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,77,26,44
4/1/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,89,29,42.4
4/2/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,65,27,43.4
4/3/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,86,32,40.8
4/4/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,51,30,39.6
4/5/2020,31,Ozone,Passaic,Ramapo,34-031-5001,AirNow,90,31,39.6
4/6/2020,41,Ozone,Passaic,Ramapo,34-031-5001,AirNow,58,23,41.8
4/7/2020,48,Ozone,Passaic,Ramapo,34-031-5001,AirNow,93,30,38.8
4/8/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,74,27,41.4
4/9/2020,42,Ozone,Passaic,Ramapo,34-031-5001,AirNow,68,33,44.6
4/10/2020,35,Ozone,Passaic,Ramapo,34-031-5001,AirNow,90,31,47.6
4/11/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,112,27,55.2
4/12/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,67,29,42
4/13/2020,42,Ozone,Passaic,Ramapo,34-031-5001,AirNow,97,31,55
4/14/2020,42,Ozone,Passaic,Ramapo,34-031-5001,AirNow,77,31,49.8
4/15/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,87,31,44.4
4/16/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,119,38,46
4/17/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,115,31,45.2
4/18/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,112,12,45.2
4/19/2020,49,Ozone,Passaic,Ramapo,34-031-5001,AirNow,133,30,41.6
4/20/2020,41,Ozone,Passaic,Ramapo,34-031-5001,AirNow,151,30,40.2
4/21/2020,38,Ozone,Passaic,Ramapo,34-031-5001,AirNow,77,34,48.8
4/22/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,93,26,48.6
4/23/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,122,25,41.4
4/24/2020,35,Ozone,Passaic,Ramapo,34-031-5001,AirNow,64,34,40.4
4/25/2020,42,Ozone,Passaic,Ramapo,34-031-5001,AirNow,80,31,37.6
4/26/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,64,21,36.8
4/27/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,77,30,37.2
4/28/2020,41,Ozone,Passaic,Ramapo,34-031-5001,AirNow,100,31,47.4
4/29/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,71,35,41.6
4/30/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,97,21,40.8
5/1/2020,45,Ozone,Passaic,Ramapo,34-031-5001,AirNow,140,26,43.4
5/2/2020,40,Ozone,Passaic,Ramapo,34-031-5001,AirNow,143,19,52.2
5/3/2020,50,Ozone,Passaic,Ramapo,34-031-5001,AirNow,164,20,50.2
5/4/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,140,27,42
5/5/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,77,25,42.2
5/6/2020,37,Ozone,Passaic,Ramapo,34-031-5001,AirNow,112,29,44.2
5/7/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,115,26,47.8
5/8/2020,38,Ozone,Passaic,Ramapo,34-031-5001,AirNow,136,25,54.6
5/9/2020,30,Ozone,Passaic,Ramapo,34-031-5001,AirNow,133,27,48.8
5/10/2020,45,Ozone,Passaic,Ramapo,34-031-5001,AirNow,108,20,34.4
5/11/2020,34,Ozone,Passaic,Ramapo,34-031-5001,AirNow,154,29,41
5/12/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,85,28,43.4
5/13/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,80,25,33
5/14/2020,46,Ozone,Passaic,Ramapo,34-031-5001,AirNow,54,19,36
5/15/2020,58,Ozone,Passaic,Ramapo,34-031-5001,AirNow,150,28,45.2
5/16/2020,41,Ozone,Passaic,Ramapo,34-031-5001,AirNow,84,28,40.2
5/17/2020,44,Ozone,Passaic,Ramapo,34-031-5001,AirNow,100,25,50
5/18/2020,46,Ozone,Passaic,Ramapo,34-031-5001,AirNow,87,27,52.6
5/19/2020,42,Ozone,Passaic,Ramapo,34-031-5001,AirNow,71,27,42.4
5/20/2020,43,Ozone,Passaic,Ramapo,34-031-5001,AirNow,97,25,38.4
5/21/2020,36,Ozone,Passaic,Ramapo,34-031-5001,AirNow,105,27,40
5/22/2020,39,Ozone,Passaic,Ramapo,34-031-5001,AirNow,115,19,37.4
1/1/2020,19,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,118,23,35.6
1/2/2020,53,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,134,19,48
1/3/2020,57,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,87,15,45
1/4/2020,46,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,87,17,40.8
1/5/2020,17,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,112,24,40.6
1/6/2020,37,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,113,18,45.4
1/7/2020,40,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,98,27,48.2
1/8/2020,43,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,111,25,50.2
1/9/2020,29,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,98,21,44.8
1/10/2020,35,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,141,12,41
1/11/2020,26,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,141,23,50.2
1/12/2020,29,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,78,21,42
1/13/2020,50,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,121,18,30.6
1/14/2020,55,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,86,20,38.6
1/15/2020,52,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,88,8,61.4
1/16/2020,45,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,79,18,51.2
1/17/2020,5,PM2.5,Union,Rahway,34-039-2003,AirNow,83,25,44.8
1/18/2020,18,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,77,10,45.8
1/19/2020,31,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,94,17,38.8
1/20/2020,17,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,71,19,32.6
1/21/2020,21,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,156,17,41.2
1/22/2020,36,PM2.5,Union,Rahway,34-039-2003,AirNow,110,22,46.6
1/23/2020,64,PM2.5,Union,Rahway,34-039-2003,AirNow,109,23,39.6
1/24/2020,80,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,63,12,27.6
1/25/2020,31,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,90,21,36.6
1/26/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,102,25,44
1/27/2020,35,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,80,18,34.75
1/28/2020,15,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,97,25,41.4
1/29/2020,14,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,116,13,49.6
1/30/2020,35,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,122,24,41.4
1/31/2020,50,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,90,20,41.6
2/1/2020,62,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,132,20,54.2
2/2/2020,46,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,121,32,46.4
2/3/2020,48,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,90,26,47.2
2/4/2020,56,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,90,27,51.8
2/5/2020,23,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,98,19,46.8
2/6/2020,45,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,112,28,49.8
2/7/2020,36,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,96,20,68.2
2/8/2020,31,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,96,18,56.4
2/9/2020,50,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,103,23,47.6
2/10/2020,39,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,85,25,46.6
2/11/2020,42,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,87,5,50
2/12/2020,34,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,72,23,39.8
2/13/2020,36,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,10,39.2
2/14/2020,27,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,80,22,43.2
2/15/2020,18,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,112,20,56.6
2/16/2020,38,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,151,20,37.6
2/17/2020,53,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,15,38.6
2/18/2020,50,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,80,16,51.2
2/19/2020,33,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,106,15,43.2
2/20/2020,13,PM2.5,Union,Rahway,34-039-2003,AirNow,103,22,41
2/21/2020,25,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,122,23,44.2
2/22/2020,39,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,96,22,52.6
2/23/2020,48,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,94,25,50.4
2/24/2020,67,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,102,16,40.8
2/25/2020,54,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,84,19,37
2/26/2020,32,PM2.5,Union,Rahway,34-039-2003,AirNow,98,18,29.8
2/27/2020,20,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,92,6,36.4
2/28/2020,36,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,67,32,45.8
2/29/2020,27,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,54,37,.
3/1/2020,22,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,91,15,57.4
3/2/2020,52,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,89,23,42.8
3/3/2020,55,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,64,20,38
3/4/2020,11,PM2.5,Union,Rahway,34-039-2003,AirNow,109,15,42
3/5/2020,34,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,105,25,35.8
3/6/2020,40,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,69,18,46.6
3/7/2020,20,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,92,19,55.2
3/8/2020,23,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,94,27,54
3/9/2020,46,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,84,20,52.6
3/10/2020,40,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,84,18,52.2
3/11/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,96,20,33.6
3/12/2020,52,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,87,22,29
3/13/2020,27,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,114,18,35
3/14/2020,19,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,113,17,29.4
3/15/2020,20,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,120,17,29.2
3/16/2020,25,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,84,22,39
3/17/2020,28,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,72,18,33.4
3/18/2020,31,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,96,24,37.8
3/19/2020,40,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,73,21,29.6
3/20/2020,43,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,78,23,43
3/21/2020,28,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,76,22,43
3/22/2020,26,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,84,18,29.8
3/23/2020,21,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,95,19,33.2
3/24/2020,20,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,72,20,39
3/25/2020,32,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,80,25,51.8
3/26/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,104,24,41
3/27/2020,30,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,70,21,36.8
3/28/2020,39,PM2.5,Union,Elizabeth Lab,34-039-0004,AirNow,83,22,43.6
3/29/2020,17,PM2.5,Union,Rahway,34-039-2003,AirNow,78,18,37
